sep=;
"Time";"measurement.Radon";"measurement.Pressure"
"2019-09-07T17:20:00+01:00";8.906249999999998;null
"2019-09-07T17:30:00+01:00";9.308249999999997;101.469275
"2019-09-07T17:40:00+01:00";9.594249999999999;101.464525
"2019-09-07T17:50:00+01:00";10.083749999999998;101.45939999999999
"2019-09-07T18:00:00+01:00";10.86875;101.45474999999999
"2019-09-07T18:10:00+01:00";11.450750000000001;101.450525
"2019-09-07T18:20:00+01:00";12.328750000000001;101.4464
"2019-09-07T18:30:00+01:00";13.003250000000003;101.44197499999999
"2019-09-07T18:40:00+01:00";12.521750000000003;101.43809999999999
"2019-09-07T18:50:00+01:00";12.336500000000004;101.434175
"2019-09-07T19:00:00+01:00";12.050000000000002;101.430575
"2019-09-07T19:10:00+01:00";11.763750000000003;101.42715000000001
"2019-09-07T19:20:00+01:00";11.422000000000002;101.42460000000001
"2019-09-07T19:30:00+01:00";11.181750000000003;101.42195000000001
"2019-09-07T19:40:00+01:00";11.043000000000003;101.41995000000001
"2019-09-07T19:50:00+01:00";10.858000000000004;101.41830000000002
"2019-09-07T20:00:00+01:00";10.673000000000005;101.41720000000001
"2019-09-07T20:10:00+01:00";10.580500000000004;101.41582500000001
"2019-09-07T20:20:00+01:00";10.765500000000005;101.41415
"2019-09-07T20:30:00+01:00";10.950500000000003;101.41285
"2019-09-07T20:40:00+01:00";11.154000000000005;101.41170000000001
"2019-09-07T20:50:00+01:00";11.154000000000005;101.41055
"2019-09-07T21:00:00+01:00";11.357500000000005;101.40950000000001
"2019-09-07T21:10:00+01:00";11.357500000000005;101.409225
"2019-09-07T21:20:00+01:00";10.969500000000005;101.40902500000001
"2019-09-07T21:30:00+01:00";10.784500000000005;101.40895
"2019-09-07T21:40:00+01:00";10.192500000000006;101.40882500000001
"2019-09-07T21:50:00+01:00";9.804000000000006;101.40945
"2019-09-07T22:00:00+01:00";9.305000000000003;101.40995000000001
"2019-09-07T22:10:00+01:00";8.621000000000004;101.4097
"2019-09-07T22:20:00+01:00";8.303750000000004;101.40957499999999
"2019-09-07T22:30:00+01:00";8.118750000000002;101.4099
"2019-09-07T22:40:00+01:00";8.211250000000003;101.41072499999999
"2019-09-07T22:50:00+01:00";8.350000000000001;101.41172499999999
"2019-09-07T23:00:00+01:00";8.35;101.41309999999999
"2019-09-07T23:10:00+01:00";8.35;101.41439999999999
"2019-09-07T23:20:00+01:00";8.178;101.41489999999999
"2019-09-08T00:10:00+01:00";8.067;101.41479999999999
"2019-09-08T00:20:00+01:00";7.974500000000001;101.41495
"2019-09-08T00:30:00+01:00";7.882000000000001;101.4145
"2019-09-08T00:40:00+01:00";7.6785;101.414125
"2019-09-08T00:50:00+01:00";7.771000000000001;101.413925
"2019-09-08T01:00:00+01:00";7.8635;101.4134
"2019-09-08T01:10:00+01:00";7.771000000000001;101.412375
"2019-09-08T01:20:00+01:00";7.771000000000001;101.41087499999999
"2019-09-08T01:30:00+01:00";7.863500000000002;101.40922499999999
"2019-09-08T01:40:00+01:00";8.113250000000003;101.40729999999999
"2019-09-08T01:50:00+01:00";8.316750000000003;101.40494999999999
"2019-09-08T02:00:00+01:00";8.427750000000003;101.40262499999999
"2019-09-08T02:10:00+01:00";8.723750000000004;101.40082499999998
"2019-09-08T02:20:00+01:00";8.856000000000005;101.39904999999999
"2019-09-08T02:30:00+01:00";9.041000000000004;101.39747499999999
"2019-09-08T02:40:00+01:00";9.179750000000004;101.39519999999999
"2019-09-08T02:50:00+01:00";9.041000000000006;101.39299999999999
"2019-09-08T03:00:00+01:00";9.226000000000006;101.39009999999999
"2019-09-08T03:10:00+01:00";9.780500000000005;101.38617499999998
"2019-09-08T03:20:00+01:00";10.507000000000005;101.38232499999997
"2019-09-08T03:30:00+01:00";11.006000000000006;101.37932499999997
"2019-09-08T03:40:00+01:00";11.098500000000005;101.37594999999996
"2019-09-08T03:50:00+01:00";11.191000000000006;101.37244999999997
"2019-09-08T04:00:00+01:00";11.394500000000006;101.36854999999996
"2019-09-08T04:10:00+01:00";11.394500000000006;101.36529999999996
"2019-09-08T04:20:00+01:00";11.394500000000006;101.36252499999996
"2019-09-08T04:30:00+01:00";11.782500000000006;101.36024999999997
"2019-09-08T04:40:00+01:00";12.337000000000005;101.35824999999997
"2019-09-08T04:50:00+01:00";12.799000000000003;101.35602499999996
"2019-09-08T05:00:00+01:00";13.076250000000005;101.35369999999998
"2019-09-08T05:10:00+01:00";13.261250000000004;101.35114999999998
"2019-09-08T05:20:00+01:00";13.538750000000004;101.34842499999998
